new_id,author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
1030,r2_gl_652,Jura??? Até o bonequinho sabe que foi golpe. Menos globo,globo,_905765090141495296,r2_gl,0,0,1030,0,"[[""jura"", ""até"", ""o"", ""bonequinho"", ""sabe"", ""que"", ""foi"", ""golpe"", ""menos"", ""globo""]]","[('jura', 'V'), ('?', 'PU'), ('?', 'PU'), ('?', 'PU'), ('até', 'PREP'), ('o', 'ART'), ('bonequinho', 'N'), ('sabe', 'V'), ('que', 'KS'), ('foi', 'V'), ('golpe', 'N'), ('.', 'PU'), ('menos', 'ADV'), ('@', 'PU'), ('jornaloglobo', 'N')]",Jura??? Até o bonequinho sabe que foi golpe. Menos globo,"[""globo""]",globo,0,0
6,r2_gl_1071,"Todos assistindo o jogo em qualquer emissora, EXCETO REDE GLOBO, realmente Dunga está certo, pois temos que ser justos",globo,_16926223558,r2_gl,0,0,6,0,"[[""todos"", ""assistindo"", ""o"", ""jogo"", ""em"", ""qualquer"", ""emissora"", ""exceto"", ""rede"", ""globo"", ""realmente"", ""dunga"", ""está"", ""certo"", ""pois"", ""temos"", ""que"", ""ser"", ""justos""]]","[('todos', 'PROSUB'), ('assistindo', 'V'), ('o', 'ART'), ('jogo', 'N'), ('em', 'PREP'), ('qualquer', 'PROADJ'), ('emissora', 'N'), (',', 'PU'), ('exceto', 'PREP'), ('rede', 'N'), ('globo', 'ADJ'), (',', 'PU'), ('realmente', 'ADV'), ('dunga', 'NPROP'), ('está', 'V'), ('certo', 'ADJ'), (',', 'PU'), ('pois', 'KC'), ('temos', 'V'), ('que', 'KS'), ('ser', 'V'), ('justos', 'ADJ'), ('.', 'PU')]","Todos assistindo o jogo em qualquer emissora, EXCETO REDE GLOBO, realmente Dunga está certo, pois temos que ser justos","[""globo""]",globo,0,0
4293,r2_gl_1327,"essa semana vai ser foda, arrasou dona globo",globo,_1233208487074770944,r2_gl,1,0,4293,0,"[[""essa"", ""semana"", ""vai"", ""ser"", ""foda"", ""arrasou"", ""dona"", ""globo""]]","[('essa', 'PROADJ'), ('semana', 'N'), ('vai', 'V'), ('ser', 'V'), ('foda', 'PCP'), (',', 'PU'), ('arrasou', 'V'), ('dona', 'N'), ('globo', 'N')]","essa semana vai ser foda, arrasou dona globo","[""globo""]",globo,0,0
340,r2_gl_808,FORA GLOBO GREMISTA AQUI É INTER CARAJO,globo,_1168933975332655104,r2_gl,0,0,340,0,"[[""fora"", ""globo"", ""gremista"", ""aqui"", ""é"", ""inter"", ""carajo""]]","[('fora', 'PREP'), ('globo', 'N'), ('gremista', 'ADJ'), ('aqui', 'ADV'), ('é', 'V'), ('inter', 'N'), ('carajo', 'N')]",FORA GLOBO GREMISTA AQUI É INTER CARAJO,"[""globo""]",globo,0,0
2404,r2_gl_1426,A hegemonia da Globo foi pras cucuias,globo,_963610040283422720,r2_gl,0,0,2404,0,"[[""a"", ""hegemonia"", ""da"", ""globo"", ""foi"", ""pras"", ""cucuias""]]","[('a', 'ART'), ('hegemonia', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), ('foi', 'V'), ('pras', 'ADJ'), ('cucuias', 'N'), ('.', 'PU')]",A hegemonia da Globo foi pras cucuias,"[""globo""]",globo,0,0
4354,r2_gl_775,Esse programa segue o jogo do globo e péssimo no onde arrumaram esse apresentador tão ruim,globo,_1230322636242268163,r2_gl,0,0,4354,0,"[[""esse"", ""programa"", ""segue"", ""o"", ""jogo"", ""do"", ""globo"", ""e"", ""péssimo"", ""no"", ""onde"", ""arrumaram"", ""esse"", ""apresentador"", ""tão"", ""ruim""]]","[('esse', 'PROADJ'), ('programa', 'N'), ('segue', 'V'), ('o', 'ART'), ('jogo', 'N'), ('do', 'PREP+ART'), ('@', 'N'), ('redeglobo', 'N'), ('e', 'KC'), ('péssimo', 'ADJ'), ('no', 'PREP+PROSUB'), ('onde', 'ADV-KS'), ('arrumaram', 'V'), ('esse', 'PROADJ'), ('apresentador', 'N'), ('tão', 'ADV'), ('ruim', 'ADJ'), ('?', 'PU')]",Esse programa segue o jogo do globo e péssimo no onde arrumaram esse apresentador tão ruim,"[""globo""]",globo,0,0
769,r2_gl_1169,Essa série da globo Supermax é boa,globo,_779424709419102208,r2_gl,1,0,769,0,"[[""essa"", ""série"", ""da"", ""globo"", ""supermax"", ""é"", ""boa""]]","[('essa', 'PROADJ'), ('série', 'N'), ('da', 'PREP+ART'), ('globo', 'NPROP'), ('supermax', 'NPROP'), ('é', 'V'), ('boa', 'ADJ'), ('?', 'PU')]",Essa série da globo Supermax é boa,"[""globo""]",globo,0,0
1280,r2_gl_1482,TAMO NA GLOBO PORRA,globo,_1293503651563044864,r2_gl,1,0,1280,0,"[[""tamo"", ""na"", ""globo"", ""porra""]]","[('tamo', 'V'), ('na', 'PREP+ART'), ('globo', 'NPROP'), ('porra', 'NPROP')]",TAMO NA GLOBO PORRA,"[""globo""]",globo,0,0
1303,r2_gl_145,Agora que fica a questão: vocês acreditam mesmo que a Rede Globo de Televisão colocou um estuprador no seu reality show de maior audiência sem saber que ele era um estuprador? Eu não consigo nem um pouco acreditar na inocência dessa empresa,globo,_1246163864024166400,r2_gl,0,0,1303,0,"[[""agora"", ""que"", ""fica"", ""a"", ""questão"", ""vocês"", ""acreditam"", ""mesmo"", ""que"", ""a"", ""rede"", ""globo"", ""de"", ""televisão"", ""colocou"", ""um"", ""estuprador"", ""no"", ""seu"", ""reality"", ""show"", ""de"", ""maior"", ""audiência"", ""sem"", ""saber"", ""que"", ""ele"", ""era"", ""um"", ""estuprador"", ""eu"", ""não"", ""consigo"", ""nem"", ""um"", ""pouco"", ""acreditar"", ""na"", ""inocência"", ""dessa"", ""empresa""]]","[('agora', 'ADV'), ('que', 'KS'), ('fica', 'V'), ('a', 'ART'), ('questão', 'N'), (':', 'PU'), ('vocês', 'PROPESS'), ('acreditam', 'V'), ('mesmo', 'KS'), ('que', 'KS'), ('a', 'ART'), ('rede', 'N'), ('globo', 'N'), ('de', 'PREP'), ('televisão', 'N'), ('colocou', 'V'), ('um', 'ART'), ('estuprador', 'N'), ('no', 'PREP+ART'), ('seu', 'PROADJ'), ('reality', 'N'), ('show', 'N'), ('de', 'PREP'), ('maior', 'ADJ'), ('audiência', 'N'), ('sem', 'PREP'), ('saber', 'V'), ('que', 'KS'), ('ele', 'PROPESS'), ('era', 'V'), ('um', 'ART'), ('estuprador', 'N'), ('?', 'PU'), ('eu', 'PROPESS'), ('não', 'ADV'), ('consigo', 'V'), ('nem', 'ADV'), ('um', 'ADV'), ('pouco', 'ADV'), ('acreditar', 'V'), ('na', 'PREP+ART'), ('inocência', 'N'), ('dessa', 'PREP+PROADJ'), ('empresa', 'N'), ('.', 'PU')]",Agora que fica a questão: vocês acreditam mesmo que a Rede Globo de Televisão colocou um estuprador no seu reality show de maior audiência sem saber que ele era um estuprador? Eu não consigo nem um pouco acreditar na inocência dessa empresa,"[""globo""]",globo,0,0
1601,r2_gl_1297,Globo parece não ter pauta e repete janauba e os feitos do governo o dia todo.cade o criança esperança unicef?desgraça alheia p/se promover,globo,_918630095660703744,r2_gl,0,0,1601,0,"[[""globo"", ""parece"", ""não"", ""ter"", ""pauta"", ""e"", ""repete"", ""janauba"", ""e"", ""os"", ""feitos"", ""do"", ""governo"", ""o"", ""dia"", ""todocade"", ""o"", ""criança"", ""esperança"", ""unicefdesgraça"", ""alheia"", ""pse"", ""promover""]]","[('globo', 'N'), ('parece', 'V'), ('não', 'ADV'), ('ter', 'V'), ('pauta', 'N'), ('e', 'KC'), ('repete', 'V'), ('janauba', 'N'), ('e', 'KC'), ('os', 'ART'), ('feitos', 'N'), ('do', 'PREP+ART'), ('governo', 'N'), ('o', 'ART'), ('dia', 'N'), ('todo.cade', 'V'), ('o', 'ART'), ('criança', 'N'), ('esperança', 'ADJ'), ('unicef', 'ADJ'), ('?', 'PU'), ('desgraça', 'N'), ('alheia', 'ADJ'), ('p/se', 'ADJ'), ('promover', 'V'), ('?', 'PU'), ('…', 'N')]",Globo parece não ter pauta e repete janauba e os feitos do governo o dia todo.cade o criança esperança unicef?desgraça alheia p/se promover,"[""globo""]",globo,0,0
1588,r2_gl_71,Recomendo o filme que está passando na globo,globo,_1112902047341346816,r2_gl,1,0,1588,0,"[[""recomendo"", ""o"", ""filme"", ""que"", ""está"", ""passando"", ""na"", ""globo""]]","[('recomendo', 'V'), ('o', 'ART'), ('filme', 'N'), ('que', 'PRO-KS'), ('está', 'V'), ('passando', 'V'), ('na', 'PREP+ART'), ('globo', 'N')]",Recomendo o filme que está passando na globo,"[""globo""]",globo,0,0
524,r2_gl_1612,"Guerreira, Avenida Brasil eleva moral das tardes da Globo",globo,_1228152055606366208,r2_gl,1,0,524,0,"[[""guerreira"", ""avenida"", ""brasil"", ""eleva"", ""moral"", ""das"", ""tardes"", ""da"", ""globo""]]","[('guerreira', 'ADJ'), (',', 'PU'), ('avenida', 'N'), ('brasil', 'N'), ('eleva', 'V'), ('moral', 'N'), ('das', 'PREP+ART'), ('tardes', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), ('…', 'PU')]","Guerreira, Avenida Brasil eleva moral das tardes da Globo","[""globo""]",globo,0,0
1153,r2_gl_821,Ja nao ganha mais a próxima eleição.. globo e foda kkkk,globo,_1099857420040454146,r2_gl,0,0,1153,0,"[[""ja"", ""nao"", ""ganha"", ""mais"", ""a"", ""próxima"", ""eleição"", ""globo"", ""e"", ""foda"", ""kkkk""]]","[('ja', 'ADV'), ('nao', 'ADV'), ('ganha', 'V'), ('mais', 'ADV'), ('a', 'ART'), ('próxima', 'ADJ'), ('eleição..', 'NPROP'), ('globo', 'NPROP'), ('e', 'KC'), ('foda', 'V'), ('kkkk', 'N')]",Ja nao ganha mais a próxima eleição.. globo e foda kkkk,"[""globo""]",globo,0,0
855,r2_gl_642,Feliz de ver que a Globo Filmes aproveitou bem o dólar R$2 e fazia toda parte 2 dos filmes na gringa,globo,_1261873428442857474,r2_gl,1,0,855,0,"[[""feliz"", ""de"", ""ver"", ""que"", ""a"", ""globo"", ""filmes"", ""aproveitou"", ""bem"", ""o"", ""dólar"", ""r2"", ""e"", ""fazia"", ""toda"", ""parte"", ""2"", ""dos"", ""filmes"", ""na"", ""gringa""]]","[('feliz', 'ADJ'), ('de', 'PREP'), ('ver', 'V'), ('que', 'KS'), ('a', 'ART'), ('globo', 'NPROP'), ('filmes', 'NPROP'), ('aproveitou', 'V'), ('bem', 'ADV'), ('o', 'ART'), ('dólar', 'N'), ('r', 'N'), ('$', 'N'), ('2', 'N'), ('e', 'KC'), ('fazia', 'V'), ('toda', 'PROADJ'), ('parte', 'N'), ('2', 'N'), ('dos', 'PREP+ART'), ('filmes', 'N'), ('na', 'PREP+ART'), ('gringa', 'N')]",Feliz de ver que a Globo Filmes aproveitou bem o dólar R$2 e fazia toda parte 2 dos filmes na gringa,"[""globo""]",globo,0,0
648,r2_gl_308,"Tudo o que nós precisamos é buscar a transparência.E a sr.Rede Globo principalmente,ridículo da parte dela ocultar os fatos",globo,_705797836957470720,r2_gl,0,0,648,0,"[[""tudo"", ""o"", ""que"", ""nós"", ""precisamos"", ""é"", ""buscar"", ""a"", ""transparênciae"", ""a"", ""srrede"", ""globo"", ""principalmenteridículo"", ""da"", ""parte"", ""dela"", ""ocultar"", ""os"", ""fatos""]]","[('tudo', 'PROADJ'), ('o', 'PRO-KS'), ('que', 'PRO-KS'), ('nós', 'PROPESS'), ('precisamos', 'V'), ('é', 'V'), ('buscar', 'V'), ('a', 'ART'), ('transparência.e', 'N'), ('a', 'PREP'), ('sr.rede', 'NPROP'), ('globo', 'NPROP'), ('principalmente', 'ADV'), (',', 'PU'), ('ridículo', 'ADJ'), ('da', 'PREP+ART'), ('parte', 'N'), ('dela', 'PREP+PROPESS'), ('ocultar', 'V'), ('os', 'ART'), ('fatos', 'N'), ('.', 'PU')]","Tudo o que nós precisamos é buscar a transparência.E a sr.Rede Globo principalmente,ridículo da parte dela ocultar os fatos","[""globo""]",globo,0,0
3663,r2_gl_49,queria ver Naruto mas esse filme da Globo é fd,globo,_1193722900559409152,r2_gl,1,0,3663,0,"[[""queria"", ""ver"", ""naruto"", ""mas"", ""esse"", ""filme"", ""da"", ""globo"", ""é"", ""fd""]]","[('queria', 'V'), ('ver', 'V'), ('naruto', 'N'), ('mas', 'KC'), ('esse', 'PROADJ'), ('filme', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), ('é', 'V'), ('fd', 'N')]",queria ver Naruto mas esse filme da Globo é fd,"[""globo""]",globo,0,0
1735,r2_gl_867,Esperar o quê do folhetim @ e do globolixo globo,globo,_1227947107384020992,r2_gl,0,0,1735,0,"[[""esperar"", ""o"", ""quê"", ""do"", ""folhetim"", ""e"", ""do"", ""globolixo"", ""globo""]]","[('esperar', 'V'), ('o', 'PROPESS'), ('quê', 'PROSUB'), ('do', 'PREP+ART'), ('folhetim', 'N'), ('@', 'PU'), ('folha', 'N'), ('e', 'KC'), ('do', 'PREP+ART'), ('globolixo', 'N'), ('@', 'PU'), ('jornaloglobo', 'N'), ('?', 'PU'), ('…', 'N')]",Esperar o quê do folhetim @ e do globolixo globo,"[""globo""]",globo,0,0
3634,r2_gl_241,imagina a globo vendo isso tudo e rindo da cara do ladim,globo,_1280896778242588673,r2_gl,1,0,3634,0,"[[""imagina"", ""a"", ""globo"", ""vendo"", ""isso"", ""tudo"", ""e"", ""rindo"", ""da"", ""cara"", ""do"", ""ladim""]]","[('imagina', 'V'), ('a', 'PREP'), ('globo', 'N'), ('vendo', 'V'), ('isso', 'PROSUB'), ('tudo', 'PROSUB'), ('e', 'KC'), ('rindo', 'V'), ('da', 'PREP+ART'), ('cara', 'N'), ('do', 'PREP+ART'), ('ladim', 'N')]",imagina a globo vendo isso tudo e rindo da cara do ladim,"[""globo""]",globo,0,0
878,r2_gl_1526,segunda vez na semana esboçando sorrisos com programa da globo,globo,_955997274693390336,r2_gl,1,0,878,0,"[[""segunda"", ""vez"", ""na"", ""semana"", ""esboçando"", ""sorrisos"", ""com"", ""programa"", ""da"", ""globo""]]","[('segunda', 'ADJ'), ('vez', 'N'), ('na', 'PREP+ART'), ('semana', 'N'), ('esboçando', 'V'), ('sorrisos', 'N'), ('com', 'PREP'), ('programa', 'N'), ('da', 'PREP+ART'), ('globo', 'N')]",segunda vez na semana esboçando sorrisos com programa da globo,"[""globo""]",globo,0,0
1408,r2_gl_111,"Ajuda a gente globo, elimina os dois 🤣🤣🤣",globo,_1242272018323644418,r2_gl,1,0,1408,0,"[[""ajuda"", ""a"", ""gente"", ""globo"", ""elimina"", ""os"", ""dois""]]","[('ajuda', 'V'), ('a', 'ART'), ('gente', 'N'), ('globo', 'ADJ'), (',', 'PU'), ('elimina', 'V'), ('os', 'ART'), ('dois', 'N'), ('🤣🤣🤣', 'N')]","Ajuda a gente globo, elimina os dois 🤣🤣🤣","[""globo""]",globo,0,0
2824,r2_gl_771,parece q ele é patrocinado por alguma marca e a globo nao aceita,globo,_1084313764428681216,r2_gl,0,0,2824,0,"[[""parece"", ""q"", ""ele"", ""é"", ""patrocinado"", ""por"", ""alguma"", ""marca"", ""e"", ""a"", ""globo"", ""nao"", ""aceita""]]","[('parece', 'V'), ('q', 'PDEN'), ('ele', 'PROPESS'), ('é', 'V'), ('patrocinado', 'PCP'), ('por', 'PREP'), ('alguma', 'PROADJ'), ('marca', 'N'), ('e', 'KC'), ('a', 'PREP'), ('globo', 'N'), ('nao', 'ADV'), ('aceita', 'V')]",parece q ele é patrocinado por alguma marca e a globo nao aceita,"[""globo""]",globo,0,0
1083,r2_gl_122,"A Globo transmite as Galinhas Antifas aglomerados mas não quer que o Futebol volte, vai entender",globo,_1273669688619405314,r2_gl,0,0,1083,0,"[[""a"", ""globo"", ""transmite"", ""as"", ""galinhas"", ""antifas"", ""aglomerados"", ""mas"", ""não"", ""quer"", ""que"", ""o"", ""futebol"", ""volte"", ""vai"", ""entender""]]","[('a', 'PREP'), ('globo', 'NPROP'), ('transmite', 'V'), ('as', 'ART'), ('galinhas', 'N'), ('antifas', 'ADJ'), ('aglomerados', 'N'), ('mas', 'KC'), ('não', 'ADV'), ('quer', 'V'), ('que', 'KS'), ('o', 'ART'), ('futebol', 'N'), ('volte', 'V'), (',', 'PU'), ('vai', 'V'), ('entender', 'V')]","A Globo transmite as Galinhas Antifas aglomerados mas não quer que o Futebol volte, vai entender","[""globo""]",globo,0,0
3293,r2_gl_35,"Scalene na nova novela da Globo, não vou mentir, adoro",globo,_872590476762853376,r2_gl,1,0,3293,0,"[[""scalene"", ""na"", ""nova"", ""novela"", ""da"", ""globo"", ""não"", ""vou"", ""mentir"", ""adoro""]]","[('scalene', 'V'), ('na', 'PREP+ART'), ('nova', 'ADJ'), ('novela', 'N'), ('da', 'PREP+ART'), ('globo', 'N'), (',', 'PU'), ('não', 'ADV'), ('vou', 'V'), ('mentir', 'V'), (',', 'PU'), ('adoro', 'V'), ('.', 'PU')]","Scalene na nova novela da Globo, não vou mentir, adoro","[""globo""]",globo,0,0
3903,r2_gl_1507,"Acho que a Globo deve ter esse lance em HD e remasterizado, tem que fica de olho",globo,_1251701782499246083,r2_gl,0,0,3903,0,"[[""acho"", ""que"", ""a"", ""globo"", ""deve"", ""ter"", ""esse"", ""lance"", ""em"", ""hd"", ""e"", ""remasterizado"", ""tem"", ""que"", ""fica"", ""de"", ""olho""]]","[('acho', 'V'), ('que', 'KS'), ('a', 'ART'), ('globo', 'N'), ('deve', 'V'), ('ter', 'V'), ('esse', 'PROADJ'), ('lance', 'N'), ('em', 'PREP'), ('hd', 'N'), ('e', 'KC'), ('remasterizado', 'PCP'), (',', 'PU'), ('tem', 'V'), ('que', 'KS'), ('fica', 'V'), ('de', 'PREP'), ('olho', 'N')]","Acho que a Globo deve ter esse lance em HD e remasterizado, tem que fica de olho","[""globo""]",globo,0,0
2034,r2_gl_1023,GLOBO FORA DO JAPÃO Globo deixará de ter sua programação transmitida no Japão após 22 anos,globo,_1112375543310307328,r2_gl,0,0,2034,0,"[[""globo"", ""fora"", ""do"", ""japão"", ""globo"", ""deixará"", ""de"", ""ter"", ""sua"", ""programação"", ""transmitida"", ""no"", ""japão"", ""após"", ""22"", ""anos""]]","[('globo', 'N'), ('fora', 'PREP'), ('do', 'PREP+ART'), ('japão', 'N'), ('globo', 'ADJ'), ('deixará', 'V'), ('de', 'PREP'), ('ter', 'V'), ('sua', 'PROADJ'), ('programação', 'N'), ('transmitida', 'PCP'), ('no', 'PREP+ART'), ('japão', 'N'), ('após', 'PREP'), ('22', 'NUM'), ('anos', 'N'), ('…', 'PU')]",GLOBO FORA DO JAPÃO Globo deixará de ter sua programação transmitida no Japão após 22 anos,"[""globo""]",globo,0,0
4161,r2_gl_1193,"Isabela Scalabrini me fazendo relembrar os programas Aqui e Agora e A tarde é dua, da Sônia Abrão. Totalmente sem noção. Rede Globo perdendo a mão! A única coisa que salvou foi o profissionalismo e doçura da Maju Coutinho, maravilhosa no Jornal Hoje",globo,_1089251275085103111,r2_gl,0,0,4161,0,"[[""isabela"", ""scalabrini"", ""me"", ""fazendo"", ""relembrar"", ""os"", ""programas"", ""aqui"", ""e"", ""agora"", ""e"", ""a"", ""tarde"", ""é"", ""dua"", ""da"", ""sônia"", ""abrão"", ""totalmente"", ""sem"", ""noção"", ""rede"", ""globo"", ""perdendo"", ""a"", ""mão"", ""a"", ""única"", ""coisa"", ""que"", ""salvou"", ""foi"", ""o"", ""profissionalismo"", ""e"", ""doçura"", ""da"", ""maju"", ""coutinho"", ""maravilhosa"", ""no"", ""jornal"", ""hoje""]]","[('isabela', 'N'), ('scalabrini', 'V'), ('me', 'PROPESS'), ('fazendo', 'V'), ('relembrar', 'V'), ('os', 'ART'), ('programas', 'N'), ('aqui', 'ADV'), ('e', 'KC'), ('agora', 'ADV'), ('e', 'KC'), ('a', 'ART'), ('tarde', 'N'), ('é', 'V'), ('dua', 'ADJ'), (',', 'PU'), ('da', 'PREP+ART'), ('sônia', 'NPROP'), ('abrão', 'NPROP'), ('.', 'PU'), ('totalmente', 'ADV'), ('sem', 'PREP'), ('noção', 'N'), ('.', 'PU'), ('rede', 'N'), ('globo', 'NPROP'), ('perdendo', 'V'), ('a', 'ART'), ('mão', 'N'), ('!', 'PU'), ('a', 'ART'), ('única', 'ADJ'), ('coisa', 'N'), ('que', 'PRO-KS'), ('salvou', 'V'), ('foi', 'V'), ('o', 'ART'), ('profissionalismo', 'N'), ('e', 'KC'), ('doçura', 'N'), ('da', 'PREP+ART'), ('maju', 'NPROP'), ('coutinho', 'NPROP'), (',', 'PU'), ('maravilhosa', 'ADJ'), ('no', 'PREP+ART'), ('jornal', 'N'), ('hoje', 'ADV'), ('.', 'PU')]","Isabela Scalabrini me fazendo relembrar os programas Aqui e Agora e A tarde é dua, da Sônia Abrão. Totalmente sem noção. Rede Globo perdendo a mão! A única coisa que salvou foi o profissionalismo e doçura da Maju Coutinho, maravilhosa no Jornal Hoje","[""globo""]",globo,0,0
4338,r2_gl_733,Passou na Globo né? vou assistir só o 1º ep dessa serie ai se viciar eu maratono,globo,_1241214443759046661,r2_gl,1,0,4338,0,"[[""passou"", ""na"", ""globo"", ""né"", ""vou"", ""assistir"", ""só"", ""o"", ""1º"", ""ep"", ""dessa"", ""serie"", ""ai"", ""se"", ""viciar"", ""eu"", ""maratono""]]","[('passou', 'V'), ('na', 'PREP+ART'), ('globo', 'N'), ('né', 'IN'), ('?', 'PU'), ('vou', 'V'), ('assistir', 'V'), ('só', 'PDEN'), ('o', 'PROPESS'), ('1º', 'ADJ'), ('ep', 'N'), ('dessa', 'PREP+PROADJ'), ('serie', 'N'), ('ai', 'ADV'), ('se', 'PROPESS'), ('viciar', 'V'), ('eu', 'PROPESS'), ('maratono😂', 'V')]",Passou na Globo né? vou assistir só o 1º ep dessa serie ai se viciar eu maratono,"[""globo""]",globo,0,0
1958,r2_gl_945,"Acho q foi a Globo que denunciou o mensalão, não foi",globo,_1088034403517956096,r2_gl,1,0,1958,0,"[[""acho"", ""q"", ""foi"", ""a"", ""globo"", ""que"", ""denunciou"", ""o"", ""mensalão"", ""não"", ""foi""]]","[('acho', 'V'), ('q', 'N'), ('foi', 'V'), ('a', 'PREP'), ('globo', 'N'), ('que', 'PRO-KS'), ('denunciou', 'V'), ('o', 'ART'), ('mensalão', 'N'), (',', 'PU'), ('não', 'ADV'), ('foi', 'V'), ('?', 'PU')]","Acho q foi a Globo que denunciou o mensalão, não foi","[""globo""]",globo,0,0
3465,r2_gl_1305,"Sem graça. Só faz gritar. Sem conteúdo. Dá pra ter bom humor sem apelar. O apresentador do Globo Esporte daqui é bem humorado na medida certa. Este rapaz vai fazer um canal no YouTube e ganhar dinheiro. Ah, se a Globo quiser, eu seguro o cartaz do Ifood no meio do Maraca",globo,_1250170754815135744,r2_gl,1,0,3465,0,"[[""sem"", ""graça"", ""só"", ""faz"", ""gritar"", ""sem"", ""conteúdo"", ""dá"", ""pra"", ""ter"", ""bom"", ""humor"", ""sem"", ""apelar"", ""o"", ""apresentador"", ""do"", ""globo"", ""esporte"", ""daqui"", ""é"", ""bem"", ""humorado"", ""na"", ""medida"", ""certa"", ""este"", ""rapaz"", ""vai"", ""fazer"", ""um"", ""canal"", ""no"", ""youtube"", ""e"", ""ganhar"", ""dinheiro"", ""ah"", ""se"", ""a"", ""globo"", ""quiser"", ""eu"", ""seguro"", ""o"", ""cartaz"", ""do"", ""ifood"", ""no"", ""meio"", ""do"", ""maraca""]]","[('sem', 'PREP'), ('graça', 'N'), ('.', 'PU'), ('só', 'PDEN'), ('faz', 'V'), ('gritar', 'V'), ('.', 'PU'), ('sem', 'PREP'), ('conteúdo', 'N'), ('.', 'PU'), ('dá', 'V'), ('pra', 'PREP'), ('ter', 'V'), ('bom', 'ADJ'), ('humor', 'N'), ('sem', 'PREP'), ('apelar', 'V'), ('.', 'PU'), ('o', 'ART'), ('apresentador', 'N'), ('do', 'PREP+ART'), ('globo', 'N'), ('esporte', 'ADJ'), ('daqui', 'PDEN'), ('é', 'V'), ('bem', 'ADV'), ('humorado', 'PCP'), ('na', 'PREP+ART'), ('medida', 'N'), ('certa', 'ADJ'), ('.', 'PU'), ('este', 'PROADJ'), ('rapaz', 'N'), ('vai', 'V'), ('fazer', 'V'), ('um', 'ART'), ('canal', 'N'), ('no', 'PREP+ART'), ('youtube', 'N'), ('e', 'KC'), ('ganhar', 'V'), ('dinheiro', 'N'), ('.', 'PU'), ('ah', 'IN'), (',', 'PU'), ('se', 'KS'), ('a', 'ART'), ('globo', 'N'), ('quiser', 'V'), (',', 'PU'), ('eu', 'PROPESS'), ('seguro', 'V'), ('o', 'ART'), ('cartaz', 'N'), ('do', 'PREP+ART'), ('ifood', 'N'), ('no', 'PREP+ART'), ('meio', 'N'), ('do', 'PREP+ART'), ('maraca', 'N'), ('.', 'PU'), ('…', 'N')]","Sem graça. Só faz gritar. Sem conteúdo. Dá pra ter bom humor sem apelar. O apresentador do Globo Esporte daqui é bem humorado na medida certa. Este rapaz vai fazer um canal no YouTube e ganhar dinheiro. Ah, se a Globo quiser, eu seguro o cartaz do Ifood no meio do Maraca","[""globo""]",globo,0,0
705,r2_gl_89,"Quem ainda acredita nessa bosta de globo eles estão com a corda no pescoço, estão a beira de um colapso vai partir pro tudo ou nada",globo,_1294120004334624770,r2_gl,0,0,705,0,"[[""quem"", ""ainda"", ""acredita"", ""nessa"", ""bosta"", ""de"", ""globo"", ""eles"", ""estão"", ""com"", ""a"", ""corda"", ""no"", ""pescoço"", ""estão"", ""a"", ""beira"", ""de"", ""um"", ""colapso"", ""vai"", ""partir"", ""pro"", ""tudo"", ""ou"", ""nada""]]","[('@', 'NUM'), ('brazilfight', 'N'), ('quem', 'PRO-KS'), ('ainda', 'ADV'), ('acredita', 'V'), ('nessa', 'PREP+PROADJ'), ('bosta', 'N'), ('de', 'PREP'), ('@', 'NUM'), ('redeglobo', 'N'), ('eles', 'PROPESS'), ('estão', 'V'), ('com', 'PREP'), ('a', 'ART'), ('corda', 'N'), ('no', 'PREP+ART'), ('pescoço', 'N'), (',', 'PU'), ('estão', 'V'), ('a', 'ART'), ('beira', 'N'), ('de', 'PREP'), ('um', 'ART'), ('colapso', 'N'), ('vai', 'V'), ('partir', 'V'), ('pro', 'ADV'), ('tudo', 'PROSUB'), ('ou', 'KC'), ('nada..', 'N')]","Quem ainda acredita nessa bosta de globo eles estão com a corda no pescoço, estão a beira de um colapso vai partir pro tudo ou nada","[""globo""]",globo,0,0
2107,r2_gl_228,"Guerra ao terror é muito foda, pena que a globo vai cortar a porra do filme todo",globo,_694006516861530113,r2_gl,0,0,2107,0,"[[""guerra"", ""ao"", ""terror"", ""é"", ""muito"", ""foda"", ""pena"", ""que"", ""a"", ""globo"", ""vai"", ""cortar"", ""a"", ""porra"", ""do"", ""filme"", ""todo""]]","[('guerra', 'N'), ('ao', 'PREP+ART'), ('terror', 'N'), ('é', 'V'), ('muito', 'ADV'), ('foda', 'PCP'), (',', 'PU'), ('pena', 'N'), ('que', 'KS'), ('a', 'PREP'), ('globo', 'N'), ('vai', 'V'), ('cortar', 'V'), ('a', 'ART'), ('porra', 'N'), ('do', 'PREP+ART'), ('filme', 'N'), ('todo', 'PROADJ')]","Guerra ao terror é muito foda, pena que a globo vai cortar a porra do filme todo","[""globo""]",globo,0,0
